,tweets,label,username,location
135,"@ButchOrNile @CallieLu5 @DorisMele @itsaboutdamnti1 @traveler002 @Americanism37 @DYLZAK @RickWahler @notasoreloser @MarcGriff89 @Francis50441920 @Michel78118339 @RKitenplon @keepitwilder @yogi46111752 @CherZim7 @gr8__awakening @SpinneyJr @Maaa52 @KishorTrivedi7 @kcinor @MarvinRJeffcoat @TJ2020landslide @ISafeyet @bettyboop7499 @BettyLouMcLaug2 @Michael89541443 @OldPrague @StillFreeSCOTTY @ICanPlainlySee @Unpurgeable18 @QueenCindyKAG @tnolwene @colemarisa49 @sgabig @arthur_oslund @BillJoh14440504 @herounplugged @YamatsukamiUcul @digital_slime @Section_230 @ukblok26 @Wahboom @SocialCareZombi @jlhb45 @OxmanMartin @OfSquonk @DarrellBuckne13 @efkaplan @RalphS24381648 Because it doesn't have a higher chance to kill you and if you're vaccinated you're far less likely to die from covid than unvaccinated people.

Even Trump understands this and recommends getting vaccinated.",,ButtMunch253,
136,"@MyrtleMintz @jordangareth04 @FoxNews Approx 825,000 have died to date.  Trump killed 725,000 of those.

825,000 - 725,000 = 100,000.

How did Joe kill more?",,Rob55247824,
137,@_kingdarius12 @DrMonic39867490 @DebbieSVA @Joe53856044 @DonaldJTrumpJr You say IF Biden is guilty. Yet you've already stated you believe he is while rigorously doubting Trump is guilty. You're a hypocrite. You're going by hate for Biden and love for Trump. And this comment by you just proved that.,,CrazyCatMom42, KY
138,"@OurTfg Not in a million years... I was shocked too... still am... every loop hole they could find to keep a woman out was used... Trump has had a hate on for Hillary Clinton for years... She was too honest, that scares, and intimidates a lot of Corrupt Republican men...",,BeaHowse,"Kitchener, Ontario, Canada"
139,@MangoMarcDraws just told me over a video call that being gay is a bad thing and that you are not human if you are gay he is sexist racist hjomopbiobic and loves dictatorship and he supports trump he told me that himself wht the hell cancel him now twooteer,,DONERKEBABFAILZ,she/her/he/him idc
140,After 9/11 Trump weaponized anti-Muslim hate — yet praises Jan. 6 insurrectionists https://t.co/wYvKKtGOlO,,HillBeverlyhill,"Southlake, TX"
141,"@TrevorCoult_MC @Twitter Gettr isn't censored so people can go on there say what they want troll people use hate speech, scaremonger start conspiracy theories do what you want, a bit like Twitter 😂 but being a Trump platform it will have a lot of fake news 😂😂",,bigyin_5035,mad house 
142,@enja1949 Looks like she'll have to spew her Christian Hate on the social network of don trump. That would really brighten your day.,,FormerGOPer,
143,They resigned in protest over Jan. 6 — then never went after Trump again - POLITICO https://t.co/dVBi5LL6vQ,,RobertMouton4,"Georgia, USA"
144,It’s not like people haven’t been saying for literally years that trump’s rhetoric foments violence and he would get people killed. That he stokes violence. That he dogwhistles racists and hate groups and militias. That his lies and conspiracies are dangerous. He knew. We all did,,ZaleskiLuke,
145,"#MassPsychosis is being promoted by political family dynasties (Cheney, Bush, Pelosi). The sheep drink the kool-aid because they've been trained to hate Trump. They don't know why they hate Trump they just know they need to because social media, TV, and politicians say so. https://t.co/lnWdXiGs8o",,Kalypso00373021,"30°22'35""N 114°15'45""E 🇨🇳 🦠"
146,"DON'T MISS PODCAST #5. I THINK IT'S OUR BEST ONE YET. 

""TRUMP IS GOING TO HATE THIS"" EPISODE.
LISTEN TODAY &amp; YOU WILL SEE WHY.
Trump Is Running A 3-Card Monte Con Game On America
American ""Hidden"" History
A Discussion On Top Stories
West Goes South
https://t.co/5Rf03PljuZ 08 https://t.co/Ue3ACK4iv2",,VippusaO,USA
147,@colmom1 @justinbaragona Trump don't get blamed for anything he does even when he attacks his own democracy and kill police officers of the capitol building sad.,,VinesMajicsaggy,Baltimore MD 
148,"DO NOT VOTE FOR ANY FASCISTs.
We don't want NAZI's in America
Ban them, jail them, deport them.
JUST SAY NO.
#FuckTrump
#FuckBannon
#FuckFlynn
#LockThemUp
Bannon and allies bid to expand pro-Trump influence in local US politics https://t.co/klXCNS8Mc0",,lmcarfagna,
149,"@MarleyMfusa Such a weak deflection. Can't argue so you just put up some random jpeg, even if it has nothing to do with the tag. Wonder if it will ever click in your smooth brains that you're literally deflecting due your 2 minute hate programming of Trump",,TakoNot,
150,They resigned in protest over Jan. 6 — then never went after Trump again - POLITICO https://t.co/STBPEZFIKP,,LilBwmaloney,"Houston, TX"
151,"@vladivostoker This is the dumbest talking point ever. Historically speaking, Trump was among the weaker presidents. He didn't even exercise the power normally reserved to his office, let alone that of a fascist dictator.

They're just angry that he presumed to represent people they hate. https://t.co/eAvnACamao",,FrantizekPaul,"Undisclosed location, CONUS"
152,It looks like Rebartic and his band of hate filled lickspittles are heading over to the new #GETTR associated with swivel eyed racist/misogynist/fraudster Steve Bannon/Trump so #OBINGO is moving in with the with the likes of Steven Yaxley Lennon 😂😂😂 https://t.co/sILcFG76pY,,george_oar,
153,"Trumps Next Coup has been the continual assault on America Since the day he stole WhiteHouse.BLM White/Black🌈Killed in🏡,on street &amp; in peaceful https://t.co/QOkfW1xErM Arkansas 16YR🏡damaged,ArmTrespass nightly 🧙🏻‍♂️👮🏼‍♀️Civil Servants Shoot &amp; abuse authority decades To G👹P Trump🇺🇸! https://t.co/8eUoni7xAt",,hart35846751,
154,They resigned in protest over Jan. 6 — then never went after Trump again https://t.co/Uu28s3nZXG,,realTuckFrumper,Witness Protection
155,"Trump became POTUS  because of people like you. Majority of you r so out of touch w ur constituents. U hate ur Trump base. Ur tone death 2 our anger of Cheney RINO &amp;CO. We reject U, Mitch &amp; many others. Trying 2 dirty DJT is futile. We want NEW Ldrship w balls. Get rich elsewhere https://t.co/bzId3rSoZn",,IamUSAProudru,Paradise
156,@Ummmmichelle Do you think Stephen knows that trump isn't gay ?,,kevinbpatsfan,Over watch
157,"It is Monday January 03, 2022, 05:26:01. Joe Biden has not restored immigration opportunity to those denied under the Trump Administration's racist ""Muslim Ban"".",,tankiebot69420,
158,They resigned in protest over Jan. 6 — then never went after Trump again https://t.co/HmQSLVhcxD via @Yahoo,,laureninalaska1,
159,"@optionstips @AnnCoulter To retake sections of cities where thugs had taken over and were raping and murdering people? Yes, that would be what Trump suggested.  
However for a peaceful protest against tyranny??? Nope.",,JonMotivates,"Meridian, Idaho, USA"
160,"@HeathMayo Not to mention, she was a target of Trump’s attack. They don’t give 2 shits about her life. She does. I’d feel the same way. “You want to kill me? The hell you say!”",,lovemychris,"Brewster, Ma"
161,@thehill Duh the dangers trump posses on those who hate america. Based on trump policy's n words he supports America. Based on democrats policy n words they support anti america .,,AZHotTopics,Arizona
162,"Like many Dems realizing there was NO insurrection. U hope her lies &amp;hate 4 Trump will b the distraction needed from a failed, faux administration. Ur ppl created Russia hoax, FBI, Pelosi others involvement of J6. NOT ONE PERSON HAS BEEN CHARGED OR GONE 2 JAIL 4 INSURRECTION NOT1 https://t.co/kw6q0oCGrn",,IamUSAProudru,Paradise
163,"As much as I dont like Boris Johnson or Donald Trump, I hate it when these Americans say Boris is “like Trump”

Holy shit Johnson was a politician long before Trump if anything Trump is like Boris Johnson",,achoo_bless_me_,the sack
164,"@Barbavh What?  Someone refused #Trump's help to protect the capitol from #Trump supporters during the #January6thInsurrection?

Do you hate Democracy?

https://t.co/3xR3HecaGY",,qwirl2,"USA, planet Earth"
165,Iran will kill Trump.,,Javidovsky,"Tabriz, Iran, Resistance Front"
166,"@KiKiPosting @POTUS …that being nice to my greatest enemy was a hell of a lot better than telling him off. The FBI would’ve found me and taken me out if they did trace my whereabouts if I sent a negative letter to TFG in November ‘17. I hate trump so much, but am grateful I made an impact on him. https://t.co/oVnwHDvIZs",,MichaelRHorner3,"Southfield, MI"
167,"@Jebadoo2 Nancy ""Cohn"" Kelley
""Cohn became chief counsel to McCarthy as well as a chief architect of what we now call “McCarthyism”..Cohn was known as both a closeted homosexual and homophobic, among those leading the charge against supposedly gay witnesses"" https://t.co/idF0Tf7cah",,MatthewGreenf11,
168,"TRUMP STILL PROMOTING SLAVERY &amp; RACISM
Wearing your bigotry proudly like a lapel pin. #kkk #hate #maga @maddow @Reuters 
https://t.co/syUW7nS3zl",,BombshellDAILY,Please support our campaign👇
169,@SpeakerPelosi Nancy I know you do not want your name on the list of people representing this country ..who allow trump &amp; his cronies take over And kill our democracy..Don’t look good don’t sound good sometimes you have to get down in order to get up but always keep it real,,MKool0509,
170,"🤔They are miserable, weak cowards. That's why they idolize trump.
Capitol rioters' tears, remorse don't spare them from jail https://t.co/hFsV2Yb7bx 
😷🌊 #MondayMotivation #LGBTQIA 🏳️‍🌈#NOH8 #Resistance #FBR #StrongerTogether #BLM #Grassroots #Motivation",,Rom_TAlan,"Ohio, USA, the World."
171,"@spwells Hate to say it but Morrison, Boris and Biden are just as bad if not worse than Trump",,pdt2211,
172,"Exclusive footage of the @GOP clinging to the Trump demon. The GOP of fascism, racism, Nazism, bigotry, misogyny, ignorance, hate, and treason, which if the American people ever woke up, would be consigned to Hell for all eternity, never to rise again. https://t.co/cJtczvKtS6",,Thorpa10,Cornwall 
173,👁👄👁Twitter really deleted my tweet of me pulling up receipts of how trump harmed the lgbt+ community and telling a trumpie to do the world a favor and stfu for “harassment”,,XercesCowan,⚠️\\19// (she/they/he)⚠️
174,@FoxNews NO QUESTION AT ALL THEY REPUBLICANS WILL BE A WINNER THEY HATE CORRUPT CHITTER DEMOCRAT AND WILL BRING PRESIDENT TRUMP BACK,,cheewawa1938,
175,@Abhijit__Suresh @McFaul If you checked your facts you would find that Putin threatened Ukraine long ago and that Russia was attacking Ukraine before NATO and the US indeed even existed and that Russian elites hate Ukraine... https://t.co/n1gd29Eizg,,komarnyckyj,
176,@Tully85845255 @bennyjohnson What the hell does any of that have to do with Trump supporters violently attacking our Capitol in a quest to stop the peaceful transfer of power and kill the VP &amp; legislators? Nothing. Good grief. You people will say anything in an attempt to excuse 1/6th. It's pathetic.,,CheckmatePolit1,
177,"@JasonGoalie34 @ABC it was a build up since 2016, racist, deplorable, worthless etc etc. the media created hate for clicks. someday you will understand. trump is not innocent obviously.",,gtodegen,
178,I hate trump he is racist and he hates maxco,,botagainsttrump,
179,@paul_hundred No wonder they hate Trump,,PotatoesMashed1,
180,If someone could explain why it's funny for a famous comedian with a huge audience to include a harmless whimsical musical comedian in his hate list (a list that includes Trump FFS) I'm all ears. I say this by the way as someone who has been a huge fan ever since Fist of Fun.,,MarkReckons,Devon
181,"@11GypsyAnna @tarapalmeri @maxwelltani ah! she lost the vp spot at trump's, so she gone for the kill and took trump to the cleaners 😂",,MaxAMaxim,blm • hope against hate
182,@NoMorePlatosCav @SteveDeaceShow Trump cleared out rioting. This is a non violent protest.,,h_deleeuw,'s-hertogenbosch
183,"The disgusting human that is trump has amplified hate, greed and stupidity. That is 45 in a nut shell. That is also the Republican party who decided that idiot was a good choice for a President of our Country. Shame on every person who are on the side of these fascist fools.",,lobosgatos,West side Oahu
