,tweets,label,username,location
964,"@RobertVonB1 @GOPChairwoman Vaccines work so well that people are now dying at a faster rate than they did under President Trump. It only took Joe 9 months to kill more than in a whole year of President Trump. A fact Dems will never accept. 796,000 deaths despite the magic vaccine. Joe’s pathetic https://t.co/3dGZgwvW4m",,JoeWillTweet1,
965,"@Oilfield_Rando Trumpism without Trump is a winning formula. He needs to be our cheerleader. Also, he’s going to be old as fuck next election.",,NewsFinOil,"Dallas, TX"
966,"Titleist Bans 'Let's Go, Brandon' From Customized Golf Balls, but Permits 'Kill Cops' and 'Kill Trump' https://t.co/BD9btb1Idi",,WandaRufin,"Miami, FL"
967,It’s still fuck trump tho 🤷🏻‍♀️,,holaboom3, 
968,"@GOPLeader Inflation? Dude we have bigger problems than that! 

Emails show Meadows put the National Guard on alert to help insurrectionists overthrow the gov &amp; kill the VP and other lawmakers Pure criminal! 

McCarthy is complicit. #ArrestMarkMeadows 

https://t.co/yt1F791dXA",,MyaVoice1,
969,Trump shoulda freed Larry fuck is wrong witchu 💯,,NickVgotdasauce,"Orlando, FL"
970,"The existence of “Send in the National Guard to protect the Trump protester,” implies the existence of “Send in the National Guard to fuck up the anti-Trump protesters.”",,ImmCrimLaw,
971,"@JurgLFC @BergerBrakes @Veno777 Whatever you think of Trump, he didn't fuck up a cup draw. That's got to mean something. 😜",,leamingtonpete,Royal Leamington Spa
972,"they basically volunteered to kill themselves in 2021. 

and the press rolled their eyes for years when we called it the Trump cult",,EricBoehlert,"Montclair, NJ"
973,"Trump needs to be put away forever and held accountable for the many,many many things he did to the United States of America. Lock that orange fuck up!!!! https://t.co/CTNIDkmuUe",,ThirdAngie,"New Jersey, USA"
974,Dr. Oz needs to go maskless to a Trump rally. Then he should fuck off and shut his face. https://t.co/GjzS6bSdU9,,eric4themany,Atlanta(ish)
975,"@steve_musselman @SeatonEleanor @wihorne It’s not surprising to me, look at Florida. It’s red state now. Before the election Bernie was praising evil dictator Fidel Castro. A man who threatened to kill my grandfather if he ever returned to Cuba, (Fidel was his childhood friend). Cubans responded by voting for Trump.",,realRoseMulet,United States
976,Fuck Trump and his base https://t.co/ps9wxVVXW7,,ThirdAngie,"New Jersey, USA"
977,Fuck You Trump https://t.co/qlvpgu6CL1,,Kamenka_exe,
978,"Many of „The Christian Trump Supporters“ are „Preachers“ who completely disdain Women’s Rights, Humanity and Autonomy, just like Members of The United States Supreme Court, apparently. 🤨
Gay Marriage is Next for these hate-filled religious Trump zealots.",,limelightonyou,"Jacksonville, Florida"
979,"@FoxNews 👀👇 Mark Meadows tryna use the National Guard to help insurrectionist kill the VP &amp; other lawmakers! Pure criminal! 
#ArrestMarkMeadows
https://t.co/yt1F791dXA",,MyaVoice1,
980,"@scottbraddock @nytimes We’ve all been watching him claw his way to the far right in order to climb the political ladder on Trump’s perceived coattails while he does his best to kill Texans in multiple ways: 

✔️COVID 
✔️freeze to death 
✔️back alley abortions 

What’s next?",,tx_bluebonnet1,United States
981,@joe74002154 @HeidiLeinenkugl @RealCandaceO @Snow65Snow By the way the kind of leaders who want to force something on its people against they're will and threaten to take either they're freedom or livelihood....is a dictator. Thats authoritarianism. Trump scared the establishment..you are the establishment....fuck the establishment💪,,JasinManback,
982,"@rohanbakshi08 @POTUS He is a real president. Just because you are biased doesn't mean his not a real president. I agree he isn't an great president, he's very old he'd a senior citizen. And senior citizens shouldn't be president. But trump also wasn't a great president, both are old as fuck.",,larstoon,
983,Donald Trump tried to kill his own Vice President because Americans kicked them out of office. https://t.co/ijZFRLJQ8A,,Brennanator,"Parkchester, Bronx"
984,"Trump will pack the few people in close together without masks of course, so it appears to the camera that they are a full house. What the hell let’s kill a few more supporters with the new Covid! Get their money first, then drain their bank accounts, dance? &amp; lie, lie, lie! https://t.co/WUhhD5t4Sx",,LadyBug67072655,
985,"How can anyone who’s been historically marginalized, support Trump? I can’t wrap my head around this. CRT, Abortion rights, Gay marriage…MAGAts want to return to an Ozzie &amp; Harriet TV world. Which never really existed. https://t.co/RM2vUajsDu",,PipPipPirrip,FL•Home of fuckwit politicians
986,@CNNPolitics Trump and Pence had a staggering number of staff exits but @CNNPolitics didn’t give a fuck because they are men exactly like Trump in character. Exactly.,,Dawnsearlylig10,"Massachusetts, USA"
987,"Fuck you, Donald Trump!",,vgdunkeybot,Papa John's
988,Trump had zero concern for his band of traitors attacking the Capitol other than trying to get the National Guard to help them injure &amp,, kill the Capitol Police protecting the Capitol. He has NEVER had any concern for anyone other than himself &amp, every single DC journalist knows it https://t.co/9pTivSDZGv
989,"@crazygood1956 Kill the filibuster, pack the courts, tax churches &amp; the rich, Medicare &amp; free education for all, codify Roe v Wade, ban assault rifles &amp; gun control; lastly, why hasn’t tRump &amp; his goons been arrested already?!?",,Tommaturd,in your dreams
990,Another conspiracy:  the agressive trump supporters in the alternate dimension are probably not wanting to start a youtube channel ....also FUCK YOU for not messaging me back yesterday,,boop_boop_boop_,
991,@KellyMigoya @ericbolling So f trump or shouting kill cops is fine? BAHAHAHA,,SysterJeff,Clymer PA
992,"Every time i see video of the #Jan6Insurrection i want to throw up. We had Americans ready to overthrow the government and possibly even hurt/kill elected officials in order to keep Trump…a glaringly fascist dictator wannabe…in office.

#insurrection",,dkoch65,
993,"@xIronman777 @cmclymer @TIME @elonmusk trump and bolsonaro formed 40% of online voting and 5 gay journalists chose a billionaire. democracy is a system for losers, that's why china will be the greatest power in the world. long live 🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳",,bifwedd34z,
994,Tapper: Trump tried to kill democracy once. He'll do it again - CNN Politics https://t.co/YFqxKRnWCa,,GinaMcC93252816,
995,"Reacting to Donald Trump telling @BarakRavid ""fuck him"" about @netanyahu congratulating @POTUS upon his election, @AvigdorLiberman told me the former president understood what many do: ""BB just uses people. He doesnt know how to be a friend.""",,Gil_Hoffman,"Jerusalem, Israel"
996,Trump repeats call for GOP to oust Mitch McConnell as punishment for working with Democrats to stop the US defaulting on its debt https://t.co/dnqsmbWtvl via @Yahoo Someone tell this mother fucker he is NO LONGER IN CHARGE! Or is there no one in the Republican Party w/ the balls?,,LouisaCornell,"Regency England, Always!"
997,"How many Jan 6th subpoenas until the connection between ""digital soldiers"" and how Trump's handling of Assange's extradition meant to kill him are shown to be clearly tied? Any millionaire MSM talking heads want to to try and look into that idk what you got going on tho https://t.co/oomIhePHOW",,JReq13,"Chicago, IL"
998,"@navtown @TIME @elonmusk trump and bolsonaro formed 40% of online voting and 5 gay journalists chose a billionaire. democracy is a system for losers, that's why china will be the greatest power in the world",,bifwedd34z,
999,"#FJB #LetsGoBrandon
@Titleist 👈 Frauds. Hypocrites. 
Golf-Ball Makers Refused “Let’s Go Brandon” Imprint Request, But Allows “Kill Trump” https://t.co/Xjmtj3MKb8",,MOTT7,Cincinnati Ohio
1000,"@princer35631006 @vikramsuresh10 @TIME @pauljamil @elonmusk trump and bolsonaro formed 40% of online voting and 5 gay journalists chose a billionaire. democracy is a system for losers, that's why china will be the greatest power in the world",,bifwedd34z,
1001,"I'd like to know why @Mike_Pence is still kissing trumps ass when he knows trump tried to kidnap and maybe even kill him on Jan 6th. Pence's family was there and could have been collateral damage, yet here is is, still puckered.",,bfitz944,
1002,"By the anti-trump people, must mean the Capitol Police &amp; those the trumpers were looking to kill: Pelosi, Pence, any Democrat.
Wow. https://t.co/sHBlNL5sLC",,uncle_luigi,"Texas, USA"
1003,"@MrPickles21 @Kathlee71013772 @HoldHJ007 @therecount if u don't know numerology, then u probably don't know about the 7 million children molested by the vatican, how High School football makes rapist, that Donald Trump was placed 2 divide and kill Americans, that there is only 1 political party set 2 illuminate. but you do you boo",,realchesco,everywhere and nowhere 
1004,"Golf-Ball Makers Refused “Let’s Go Brandon” Imprint Request, But Allows “Kill Trump” #LetsGoBrandon @Titleist  @CalebJHull #trump #Golf 
https://t.co/nIudQGGaiY",,tampafreepress,"Tampa, FL"
1005,@MollysMommy1212 @laralogan Thanks for providing a reminder of Trump’s intentions to contrast with Biden’s complete fuck up dropping the baton. https://t.co/Fcajx9GRCC,,Chad_EH,"ÜT: 27.992007,-82.545131"
1006,@MGScott9 @B52Malmet Trump weaponized covid to kill off boomers.,,ARobert28680272,"Illinois, USA"
1007,@GOPChairwoman What are you talking about? Trump wanted to get out of Afghanistan from Day 1 but never did. Biden got it done. Trump didn't kill either of those men. He just grunted during most of his time in office.,,FrozenHeadRidge,
1008,@MJBrad1 @bennyjohnson Of course he campaigned. He campaigned responsibly and didn't hold super spreader events. Joe knew the best way to win an election was by not actively trying to kill the his voters.  A lot of Joe's votes were people voting against Trump,, he was always getting those votes.,2fwalsh
1009,This is honestly just more proof that Trump supporters don't know what the fuck they are doing.,,botagainsttrump,
1010,"Just thinking...My son is a proud, accomplished young gay Black man and I'm sooooo proud of him. Herchel's ""waste of space"" kid is a bullet I dodged. He's the kind of decoration Trump will hang from his tree for a good look. Merry Xmas to Hershey and his ""Lil Kiss"".💩🙄🎄 https://t.co/54LcYIEB4q",,annasmi57988917,
1011,@Debbie76543 @JillWineBanks Hey how many civilians did Trump kill with drones? Any idea?,,PeterMDavies80,Ohio
1012,"""3 days later the Trump accounts aren't talking about the case at all.""

To be fair though lefty accounts didn't give a shit beyond occasionally sharing ""he didn't kill himself,"" memes till you had solid proof that Trump would be implicated.

https://t.co/65qHnzIj9Q",,RayNoNoWSHuvt,"Ohio, USA"
1013,"In Ohio taking care of my mom for a bit and I’m trying to map out a dog-walking route that takes me past no defiantly lingering Trump/Pence yard signs or “Fuck Biden” flags. So far, no luck.",,kphipps3000,"ÜT: 41.892355,-87.627988"
1014,"I think lots of ppl get wrong what Trump’s end game was. The plan wasn’t to “win” a bogus “recount”. It was to do something so outrageous that it sparked protests on the left, and then call *that* an insurrection and march his brown shirts in to kill and imprison his opponents",,TheGlare_TM,
1015,"CRIME WENT DOWN UNDER REPUBLICANS

That's a lie Justice and Drew: remember the George Floyd protests?

Trump could have stopped that. He didnt, we saw a huge crime spike.

Oh, and let's not forget YOU GUYS STORMING THE CAPITAL TO KILL PEOPLE TO ""STOP THE STEAL"" #tcnt",,TheComboBreaker,New York
1016,@kenner3616 They're out there. I'm in a non-volatile group on Facebook ans every now and again one of the members will post some pro-Trump mess. He says he an out and proud Black gay Trump supporter.,,daryldarylstur1,
1017,"#Trump accuses #Netanyahu of disloyalty: ""F*** him"" https://t.co/yaiBcfqloa",,Coushari,
1018,"@TellingNort @SapphireXP @ArtysHouse @tesseract72 @TomDoubting @GrannysPaddle @SeptRose70 @1Craic18 @zivaspeaks_ziva @NickDone8 @CRenwot @TifasWindmill @crazyjo43424351 @BobsDog4 @John_iwas_ @PamelaEdwards @MichaelMacFTL @PootDibou @InfoGuru16 @AngryFleas @f_kyburz @deusxmach1na @mart380964061 @RogerRa09234150 @famousSheymus @JimlikesBB @JonRFleming @CChampion_Z06 @dulcieburt @NHSouthernGirl @dianiline @FighterTh @modernista64 @teamphil @seleln1 @WarTornTrump @McDonnellMJ @VirtualGStorm @mecapitulate @TheCenterStripe @FuarFearg @Mcsjr454Mikey @JoshMerrJ3ckyl @RochelleCabirac @melissa5053 @TallybanJoe @grammar_kitten @rgspol @battle_bullshit @CPT_Cosmosis Do you honestly believe I give a flying fuck ? My remarks stand. Trump is a lousy populist, whose appeal is not his great personality, but his hate against foreigners, and his ""being an outsider"", the last one already shows how stupid his supporters really are...",,jvangent1001,
1019,"#BoycottTitleist

GS - BOYCOTT TITLEIST!

Titleist Bans 'Let's Go, Brandon' From Customized Golf Balls, but Permits 'Kill Cops' and 'Kill Trump' https://t.co/Jxd0mSF61u",,KaylJeff,
1020,@RepCawthorn is pissed  off that Scumbag Trump lost.. womp womp womp. I suggest blood thirsty Cawthorn try seeing a psychiatrist and a mental health counselor for his sick LUST to murder innocent people..  by wanting moms to raise boys to kill Presidents. https://t.co/Dy6mQ1HewJ,,BellaRisttaa,
1021,"@revdmills @KSPrior That woman is fine with going to gay film festivals where men objectify men and women objectify women. But lo and behold, Kyle Rittenhouse express natural desires in a woman, and a millstone needs to be tied around his neck because, well, Trump and stuff.",,ReformationCLT,"Charlotte, NC"
1022,"Donald Trump, to me, will always just be a silly early-90s phenomenon that almost everyone has already forgotten about. This has been like watching Carrot Top become president and kill people in real, 2010s life.",,DaveHWalsh,He/Him
1023,trump can fuck off with his third world country shit. https://t.co/6hyI0IylYx,,denver_rose,"Pueblo, CO"
1024,"@SethAbramson I’m not sure which lane you’re supposed to be in - one day it’s Trump, the next it’s video game resellers - but this clearly feels like a topic you know little to nothing about and should, frankly, leave the fuck alone.",,PupTyke,"Virginia, USA"
1025,It is an ongoing insurgency seriously. It isn't over. It won't be over until Trump &amp,, Associate's are prosecuted for Conspiracy to commit sedition!!!  Democracy is not a given. It has been paid for by American blood. Son's &amp, Daughters. Are we gonna let the likes of Trump kill it? https://t.co/KeROf6lC4M
1026,@SnipersUpRange @MarcBrody12 @FoxNews Fuck want you heard Trump actually did. https://t.co/nm0xeUdghm,,SuckItTrebek83,
1027,"@RonFilipkowski He's gay and a Trump supporter. There is some serious self hate going on in that house. Headline: ""Gay son tries to impress homophobic dad by being a Republican""",,gregoryh325,"Carbondale, Illinois"
1028,Fuck Donald Trump,,Fuckdonaldxmike,
1029,Locking kids in cages wasn't enough. Cops killing black people wasn't enough. Politicians systematically raping children wasn't enough. Losing millions to covid wasn't enough. Not putting trump in jail wasn't enough. What the fuck is?,,FarLeftKyle,
1030,"Fuck you Biden🖕🏻🖕🏻

We read you!

If you like this post, follow us and share it!

#joebiden #bidencorrupt #mask #lockdown #quarentine #biden  #donaldtrump #trump #trump2024 #maga #makeamericagreatagain #republicans #conservatives #republicanparty #americanlgnd #americanlgnds https://t.co/gBcKt4wURR",,americanlgnds,
1031,"@ChristinaPushaw @HiltonHonors Why did you guys want to kill Mike Pence, and why do you pretend Trump is not evil?",,jeeves1942,San Joaquin Valley
1032,"@JodieHMoss @kylegriffin1 @DOJCrimDiv @TheJusticeDept Trump is now on the hook for ""Conspiracy to Commit Murder"" against Pence.

If the National Guard was there to stomp down ANTIFA (which didn't show) and let the Pro-Trump people (Oath Keepers) complete their mission, then he was taking an overt step to help kill Pence.

(Retweet)",,VastBlueExpanse,Hawaii
1033,@ChristianWVids why would a black gay guy vote for trump or the gqp they are anti gay and are against letting any blacks vote https://t.co/uvBfIrACFm,,jasonandrew007,Devon
1034,"If you are #MAGA AND an #evangelical ""christian"", I have just one question for you:

Do you really believe that if Jesus were to come back as an American, he would stand next to you at a Trump rally and scream ""kill the children of Muslim terrorists!""

Are you THIS delusional? 😂 https://t.co/Xi6xxm4wna",,scientificrealm,Planet Earth 🌍
1035,"Trump was the first real nigga president, @JoeBiden @POTUS Joe Biden is the worst nigger president. that guy and each one of his supporters are all equally in the wrong believing he is doing a good job as president or even believe he is fit to be in such a position of power.",,dylankovar,Hampton Bays
1036,"Trump shoulda freed larry, fuck is wrong wit dude!",,Hypebeast_96,"Texas, USA"
1037,Are EUFA trying to trump F1 for royal fuck ups? #farcical,,Gav2a,Paradise
1038,I’m just more impressed that UEFA managed to fuck up something that a half cut Rod Stewart and Donald Trump managed to do correctly!,,Murf_NFL,United Kingdom
1039,"And Nothing Will Happen To Any Of Them. What Trump Did Isn’t What Will Kill Democracy, It’s What Congress Is NOT Doing NOW That Will Kill It. https://t.co/pSKBDavK1Z",,Bird_Up21,
1040,"Fuck Elon Musk. He supports Trump.
#TraitorsSupportTraitorTrump https://t.co/bOBSy5d3EH",,VisualizeBlue22,"California, USA"
1041,FUCK DONALD TRUMP https://t.co/YewggfwikI,,willyflash,"Winnipeg, Manitoba"
1042,"Titleist Bans 'Let's Go, Brandon' From Customized Golf Balls, but Permits 'Kill Cops' and 'Kill Trump' https://t.co/Qv0bFdvq6j",,2cowboys4u,"South Carolina, USA"
1043,"FUCK'N ONE YEAR💢

LOCK TRUMP UP before Christmas
Put him in Cages NOW https://t.co/fatnEM2D0J",,annantigue31,
1044,"@chcasida @TIME In about a month, your country will have one million confirmed dead, and all from a virus Trump said would disappear like some miracle.

What the fuck are you thanking him for?

A MILLION DEAD AMERICANS 

How is that not more shocking to people?",,CaptainJasparrr,
1045,How appropriate as that's about all the dickhead Socialist deseves and that's being generous. Trump won our stolen election 🇺🇸🇺🇸🇺🇸 https://t.co/0oNWeHjBC0,,1984_Trace,United States
1046,I bet he had an inkling when he heard that treasonous mob yelling “kill Pence” with a noose in their hands.    Treasonous trump plus the mob   “Boom”  he was on to the whole scheme. https://t.co/YSmKOtBxSr,,art_lover10,"Maryland, USA"
1047,amadeus says fuck trump,,championshotake,
1048,"@mayawiley Fuck disturbing!!! We are beyond that now. Use this to go after David Purdue. Make him own this since he wants to spread Trump’s lie. Come on Liberals, we are at war against fascism.",,Aunkmaa,"Wheaton,MD"
1049,The game is glitched. A real nigga used to trump everything back in the day. Thts really jus mids now https://t.co/fcq486bLG1,,damfTruth18,Bac in my bag
1050,"@akristinemccann As a Trump supporter you seem to be getting your info on Trump from bias sites, people think k he is racist but he is not(im a black Trump supporter) you think he hates gay people(there is a large lgbt supporter system for him and he hired the 1st gay ambassador to germany.",,blob199222,
1051,"Trump wanted the National Guard to help the guys trying to kill the cops and his running mate

Imagine how Fox would tell this story about a Democratic president. They'd start a new channel just to show clips of January 6th on a loop. https://t.co/hWf6QZR5tU",,LOLGOP,"Ann Arbor, Michigan"
1052,"You are a liar,he aided in the killing of Bin Laden who was responsible for the 911 Attack that some GQP Radicals like Ronna's &amp; Trump's Pals MTG, Boebart &amp; Gaetz! He certainly did nothing about the terrorists that attacked our Capitol or the ones who paid Bounties to kill GIs! https://t.co/QvPKKXxgPG https://t.co/NCVmVZEl08",,Kyle38534194,
1053,"@RustyGraves23 @GunsHsing @POTUS They beat up and killed police trying to protect the Capital and sought to kill Congress. 
    Literally over 10 times as many people came to protest Trump at the Women's March in 2017 and there was zero violence.",,Elnigma3,
1054,"@pwtham11 @kylegriffin1 ""Conspiracy to Commit Murder"" against Pence.

If the National Guard was there to stomp down ANTIFA (which didn't show) and let the Pro-Trump people (Oath Keepers) complete their mission, then Trump was making an overt step to help kill Pence.

(Retweet)",,VastBlueExpanse,Hawaii
1055,"@SyncPol @kylegriffin1 Trump is now on the hook for ""Conspiracy to Commit Murder"" against Pence.

If the National Guard was there to stomp down ANTIFA (which didn't show) and let the Pro-Trump people (Oath Keepers) complete their mission, then he was taking an overt step to help kill Pence.

(Retweet)",,VastBlueExpanse,Hawaii
1056,"@wesyang I would say though, while I completely agree with your statement, I do feel these people did take full advantage of the Trump years and then used the pandemic as their final kill shot.",,CygnusA81,
1057,100 % the truth wake the Fuck up people! Don’t blame me I voted for Trump! https://t.co/s5RjNWNC14,,kaycar1220,
1058,"@tamseaman @Crazy_Pete1 @ALF4Prez2020 @SethAbramson Trust your instincts. DoJ is dirty as fuck. Wray worked for Gazprom for ten years. See some movement recently, but getting impression they're dealing with entrenched Chekists installed by Trump. Think many are, but not all dirty. Stories one day will be epic, should we win. 🙂",,dbrownnh,Granite State
1059,Lock his crooked ass the fuck up!!! https://t.co/YC5Gl5wbzN,,19Dumptrump,
1060,@mtomk1 @thebradfordfile Then top that with how he is working with Russia to kill the USA! Think about that.  I doubt you even paid attention to it all. We know who does all the collusion and it was not Trump. Funny they are doing everything they said Trump did wrong. Travel Ban.,,marywig35449101,
1061,"Trump shoulda freed Larry, fuck is wrong with dude?",,Dybala_UTDD,
1062,"""It was early. OK? Let's put it this way -- he greeted him very early.
Earlier than most world leaders. I've not spoken to him since. 
😁Fuck him,(netanyahu)"" 
--Trump told Israeli journalist Barak Ravid 

https://t.co/3VUscUOzXX",,bar_barrack,"Sacramento, CA"
1063,"We straight up said ""FUCK DONALD TRUMP"". Someone even made a song about it. Meanwhile, y'all out here saying ""let's go Brandon"" 🥴 we are not the same",,drummerboyhenry,
1064,"'Trump tried to kill democracy once. He'll do it again:' Tapper reacts to latest evidence of January 6 investigation
https://t.co/uremNej0lB",,Virgini73432660,
1065,Why the fuck isn't that Russian operative in jail???? Republicans are Seditious bastards and there is nothing glorious about that. Arrest and jail Trump until trial or he will run to Russia or Saudi. https://t.co/75PDBq3n4U,,off_granny,
1066,@cwgrassie Why did Biden kill a Trump EO on his first day in office that would have lowered drug prices?  Why did Dems refuse a deal from Trump to give amnesty to 11 million illegal aliens? Because they didn’t want to give Trump a victory. This is the mentality of Dems.,,UpsideD75915273,
1067,I want one - just one- of these crazy shrieking Dems to explain exactly what he’d do to “kill democracy”.  https://t.co/B42tfDYrzS,,BigCityPatriot,What's Left of NYC
1068,@cspanwj Donald Trump foreign policy guidance in the situation we are in today not on his foreign-policy was racist is domestic policy is dangerous he tried to kill us with a virus,,RickBCole,
1069,"Tapper: Trump tried to kill democracy once. He'll do it again 

https://t.co/2H60ygDBW5",,WebForging,"Milwaukee, Wisconsin USA"
1070,@joncoopertweets What gets me in my state Trump merchandise pop up stands in Safeway parking lots. What the fuck Safeway! Ban pop ups for Trump!,,BichWest78,United States
1071,"'Trump tried to kill democracy once. He'll do it again:' Tapper reacts to latest evidence of January 6 investigation

https://t.co/Xvq5GxkOJu",,YUNGMARC2,
1072,Tapper: Trump tried to kill democracy once. He'll do it again https://t.co/kgYubPhNaE https://t.co/CYLtZ0XeG7,,WebForging,"Milwaukee, Wisconsin USA"
1073,"@TexasAlum @GOPChairwoman Not a Trump fan but the inflation is actually in part the result of over ten years of the Fed artificially keeping it in check as to not kill the economic recovery. This will be a temporary thing, and once it corrects the economy will be even stronger.",,GabeKornell,"St Petersburg, FL"
1074,#DonaldTrump always keeps it classy! https://t.co/dHSq6lIC5j,,ThePerezHilton,"Los Angeles, CA"
1075,@justcallmatt @ConSelfOwns Gay agenda bounces of Trump. Make artist writing “god” on trumps crotch,,TomPrger1,
1076,"Biden’s INFLATION is so BAD, it’s now everyone’s #1 concern

Can you believe that?

Biden’s INFLATION is so BAD…

Americans are more scared of Biden’s Inflation than COVID, a disease that can KILL you

That’s how BAD Biden and his policies are

Trump 2024 for his GREAT POLICIES https://t.co/mOSAaZwV5d",,dwighttshaver,"Chicago, IL"
1077,Trump is a political mob boss taunting a former Vice President of the United States out in the open and no one is doing a thing about it. What the fuck https://t.co/CBSe4psGJi,,ZaleskiLuke,
1078,"'Trump tried to kill democracy once. He'll do it again:' Tapper reacts to latest evidence of January 6 investigation

https://t.co/gWSz4jHVZD",,trekkiedebbie,
1079,"@LundThf @DanChesler @AngryFleas @TheCatholicRep1 @NastyNana16 @NHDems White people think they are being 'replaced' with BIPOC &amp; are freaking out, ready to kill to defend white supremacy. That's the op.
https://t.co/TrVclGYRtV",,dbrownnh,Granite State
1080,Everything they say against others are their sins.FUCK TRUMP! https://t.co/KIDeTqSUo1,,bullpin451,"Nature Coast, Fl"
1081,"@CyndiLooHoo4 @steinhauserNH1 @Mike_Pence @JoeBiden @FoxNews For fuck sake. As if it wasn’t the other way around when Trump won with the left claiming Russian interference, and let’s not forget Clinton and the national security issue. 
Hell, at this point given everything Biden has done, it’s a shame there wasn’t a real coup.",,Slamscape,"Connecticut, USA"
1082,"@ErieNotEerie That is no different to Trump’s claims, and both are corrosive of your democracy because they set precedents for the future - the only reason yours is less so is cos no fucker cares what you think",,smotyndu,Staffordshire
1083,BABY KILLERS  ... NEED BABY DNA WONDER WHY WE KILL U. WONDER WHY WE HAVE NO REMORSE OR LOVE. U DIDNT GIVE ANY NO CHARITY BEGAN AT HOME JUST REDRUM BABIES ARE A COMMODITY JUST THROW US IN THE TRASH IF INCONVENIENCED.   TRUMP 2024 STOP KILLIN US! https://t.co/lhFGIUEjtl,,bittimez,"Fort Knox, KY"
1084,"@USAO_DC @TheJusticeDept @FBIWFO @FBISanFrancisco @USAO_NDCA ""Conspiracy to Commit Murder"" against Pence.

If the National Guard was there to stomp down ANTIFA (which didn't show) and let the Pro-Trump people (Oath Keepers) complete their mission, then Trump was making an overt step to help kill Pence.

Based on Meadows' email about DC-NG",,VastBlueExpanse,Hawaii
1085,'Nothingburger': Jewish Republicans defend Trump after 'fuck Bibi' comment https://t.co/puWrdzys4D,,susansviews,london
1086,"Trump's 'fuck Bibi' remarks 'don't mean he wasn't 'the most pro-Israel president'
https://t.co/IEVbQqdBH6",,haaretzcom,Israel
1087,"@YesWeCan4Us @glennkirschner2 @TheJusticeDept Trump is now on the hook for ""Conspiracy to Commit Murder"" against Pence.
If the National Guard was there to stomp down ANTIFA (which didn't show) and let the Pro-Trump people (Oath Keepers) complete their mission, then he was taking an overt step to help kill Pence.
(Retweet)",,VastBlueExpanse,Hawaii
1088,"@sandibachom @janeworld1 And why wasn’t Trump, his spawn &amp; othr high ranking ppl @ the WH tht day taken anywhere safe?  Trump knew the ppl weren’t there 2 harm him. They were there 2 kill Pence &amp; Pelosi. Not a single time ws anyone @ the WH concerned abt their safety.",,58TByrd,
1089,"@FoxNews Good bye my good friend Trump , Hello
You F'cking psychopath who tried to kill me and destroy democracy
Boys and girls,
Trump ala 'Orange  is back on the menu https://t.co/gWyg30qGAR",,IlAglio,"Findland , Russia"
1090,"Happy that Chris Wallace and his bias is gone.  Next should be Cavuto who likely killed Americans with horrible advice.  He claimed that Ivermectin to treat Covid would kill if taken.  He did this because Trump was for this proven drug and Cavuto hates him.
@TeamCavuto https://t.co/dYOTdbmE2q",,BrockPaul6,
1091,@rudepundit Humiliating! Teachers scrabbling for cash to pay for school supplies in front of an audience!! What the absolute fuck??🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️ Inspired by Trump no doubt!! Just pathetic.,,markcfagan,
1092,FUCK DONALD TRUMP,,odawg747,"Jackson, MS"
1093,fuck donald trump,,apollo_txt,
1094,"Read This: ""GOP Braces for Trump to Fuck Up Their Georgia Hopes Again"" https://t.co/Y63SiLJ6aB",,xscoutie,London Canada
1095,@AudraIts Trump tried to kill him https://t.co/KhOnOdnNrS,,cnielse33225110,"Hovedstaden, Danmark"
1096,"Wow… there are literally at least 2 smoking guns re: Jan 6 in the US and still nothing. Trump didn’t kill someone on 5th Ave, he had his people do it at the Capitol. https://t.co/etnKGGJBVr",,Robdoyle,Toronto
1097,@SaltiestSwede Trump was funny as fuck,,thorn1224,Terry Township
1098,"@Hyporeality1 @Bill43111 @MuellerSheWrote Nah, Trump thought the mob would kill some congressmen and then the mob themselves would be killed.  Leading to a standoff of some kind.  That was the plan for invoking martial law.  Luckily the congressional security were excellent.",,policy_h,
1099,"'Trump tried to kill democracy once. He'll do it again:' Tapper reacts to latest evidence of January 6 investigation
https://t.co/TlD4JPkyOK",,WilliamLSeymour,"Fredericton, New Brunswick"
1100,fuck trump,,beepboop1100,
1101,"Trump allies are angling for election jobs up and down the ballot. That could have consequences in 2024
https://t.co/Kh24jRwoyI kill all Trumpism",,OzcurBurington,
1102,"Life gives you lemons,
   you plant the seeds.
Cut down the trees
   and sharpen spears 
   to kill your enemies.
You’re just a meanie
    with spears.

#trump #MAGA #MAGlikewhen  #cantonoftrump #dollarsandstripes #flaghugger #oldGlory #redwhiteandOrange #poetswillsavetheWorld https://t.co/pwZWh5dnGR",,RomanNumero_com,One universe among a multitude
1103,"@KatyJayne101 @S3DGX If the selfish, greedy, short-termist, extreme-right ‘Me me me’ group of old rich white men don’t succeed in destroying the planet, historians, decades from now will look back on this period and go ‘Trump? Brexit? Johnson? What the fuck happened?’",,notstoppingat,
1104,"'Trump tried to kill democracy once. He'll do it again:' Tapper reacts to latest evidence of January 6 investigation
https://t.co/0cCtU0vm8f",,Ab3Fr0man,Traveling on this blue marble
1105,REMEMBER THE INDICTED CRIME MINISTER OF ISRAEL IS NOW AT THE DISTRICT COURT OF JERUSALEM!: 'Nothingburger': Jewish Republicans defend Trump after 'fuck Bibi' comment https://t.co/w6l9DAQc4i,,ArbosTheatre,
